id,text,sentiment
693," @USER  if you dont, neither do i ",1
694,is sitting on the couch when she should be working out. ,0
695,megan is hanging out ,1
696, @USER  aww i am proud to be your first reply  and that i have taken over your updates haha,1
697, @USER  jealous regaring godfather ii. i hope i will get it next week delivered by amozon uk. i want this game ,1
698, @USER  why aren't you a happy camper? ,0
699,has hurt her ankle!! and is going to the dr ,0
700, @USER  answer sent in dm. try it ,1
701, @USER  it's a nice piece of software indeed ,1
702,some softish swedish sound this late afternoon  ?  WEBSITE2018 ,1
703, @USER  you are not insane your husband tho not to sure ,1
704,"just discovered tonight that her church is serving breakfast on easter!  (i'm not sure why this is so exciting, but i suspect the baby...)",1
705,i am doing a study of think &amp; grow rich - wow - it's amazing how timeless the law of attraction is! so now we're on our 6 step program! ,1
706,bad day today just bad but loved seeing sancha again ,1
707, @USER  makes one wonder what happened to the rest of the boot.  nice job cleaning up the trail.  wish everyone did that ,1
708, @USER  yes. i've watched the first episode so far and loved it!! love love love it.  2nd episode tonight...,1
709,"almost late for work had ten minutes to get ready, the lack of sleep had it's consequences. factory on friday. beachbar on sunday ",1
710, @USER  its super easy lol i wish everyone would jump on the bandwagon ,1
711, @USER  hey hey. ,1
712,the sky is looking very dark here...the rain cant be too far away ,0
713,"halftime break. the match has been.. depressing. wtf, fcb? and what's worse is that leverkusen is losing ",0
714,i feel so swollen  waiting for the movers to show up and still clearing things up. my dad woke up upset at our progress. we slept 5 hours,0
715,night twittys! i hope to dream of  johnny depp again ,1
716, @USER  yay! i'm happy for you with your job! but that also means less time for me and you... ,0
717, @USER  good night! ,1
718,thanks god for half-term and the fact that i can stay in bed till 3 in the afternoon on some days ,1
719,is getting ready for work then off the next 4 days to move!! i'm missing my baby so much ,0
720,the train is travelling at a speed that will get me to the gym before work ,1
721,i'm getting ready to drink tea.. emma's gonna eat some rice meal. ,1
722," @USER  wow, tons of replies from you, may have to unfollow so i can see my friends' tweets, you're scrolling the feed a lot. ",0
723, @USER  nice pics from last years festival. how about we plan to meet there next year! ,1
724,spencer is not a good guy. ,0
725, @USER  thanks for the good feedback.   first article of what will be many - hope you get something useful out of them. ,1
726,headed 2 a performance...outside...n the rain.  if i do the rain dance backwards will that make it stop? =\,0
727," @USER  hope i'm not too late.. anywat, good luck ",1
728," @USER  and  @USER  's little love tweets are so cute  however,  @USER  and  @USER  's make me want to vomit.",1
729,"feels like an only child, i miss licia and jojo ",0
730,skype with sarah. my german bestie. ,1
731, @USER  having a marathon now!!!!! ,1
732,"hmmm? psycho kitty doesn't even like me, don't think a meerkat would last long ",0
733, @USER  hahaa!! i just realized &quot;impune&quot; definitely isnt the word i wanted... dang. i'm so unclever. ,0
734,i forgot my phone in my car but i'm too scared to go outside and get it. ,0
735,grr not down to go to school today ,0
736, @USER  happy birthday ! let the sun shine through your life   and you know singapore is very sunny place ;,1
737,if my professor isn't here in 5 minutes i can leave!  breakfas sounds good right now,1
738, i feel bad .mewithoutyou.,0
739, @USER  you're a stranger   ,0
740,haz her gown ordered today.  and dropped boogie off to the airport.  and now.. laundry galore is to be continued.,1
741,"just got my presentation done, 23 slides done...  i'm crying for this week will be the hardest of all weeks.",0
742, @USER   you are touring every place to place,0
743, @USER  daaang i didn't know it was possible to talk that long! what'd you guys talk about ,1
744, @USER  if you have any questions about journalism don't hesitate!   good luck with everything!,1
745,please watch this vid and tell me if you are not moved   WEBSITE2018 ,0
746, @USER  you tweet while i'm doing a newscast or while i'm sleeping...i can't win! i'm glad u had a fantastic show...sleep well ,1
747, @USER  i will gladly give you the squirrel in jenny's house if you join us. a squirrel. it'll kill two birds with one stone! ,1
748,waitin 4 the theory test centre 2 open ,0
749, @USER  you're welcome  have a fabulous day yourself!!,1
750, @USER  happy birthday to you! happy birthday to you! happy birthday to matilde!!! happy birthday to you ,1
751," @USER  aw, thanks for the tweet, yr the best!  keep posting them awesome links ",1
752,"just got back from the cinema after see monsters vs. aliens 3d. it was ok for a kids film, some pretty funny pop cultural references. ",1
753, @USER  - it is supposed to have a lot of repeat customers because of the quality; i like them because i can get anything pre-rolled ,1
754, @USER  nothing before blogworld expo on the schedule at this stage - have netbook will travel tho' ,1
755,i've finally given in. now at malaysian restaurant waiting for nasi lemak and teh tarik. mereka tak faham bm...   WEBSITE2018 ,0
756,should've been asleep two hours ago ,0
757, @USER  rock band is hard..on expert!!! ,0
758,my throat is raw. ,0
759, @USER   i see.,0
760,windows 7 bluescreened for the presenter ,0
761,sometimes 140 characters aren't enough ,0
762, @USER  she's soo cute  good luck with the museum thing... lol,1
763," @USER   milezzzzzz, you are da best &amp; ur music 2. cant wait 4 da hm movie, it will rock   love ya .",1
764,awww andy saved the dude from getting hit with the ball! ,1
765,stressing over this math test...uhhh....2 days till spring break!!!! ,1
766, @USER  sooo chill!  so what part do u live in? i went 2 laguna creek in south sac then got my own place in citrus heights...,1
767, @USER  in the uk you need an appointment to go to the apple store! ,0
768,sleep time.  tomorrow is gonna suck ,0
769, @USER  i think you're an independent film. ,1
770,got a great background from  @USER  now!  ,1
771, @USER  man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash ,0
772, @USER  the grauniad! woot ,1
773,much luv to  @USER  &amp;  @USER  who's now following me on twitter!! ,1
774,agghhhh  looosing my mind!!!!,1
775,#cflsc1 enough of the shameless book plug ,1
776,working into the wee hours ,1
777,ohohohohoh i love this song deleriums silence feat sarah mclachlan yeah  xx,1
778,yay for baseball season! boo to yankees losing their first game ,0
779,"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......",0
780, @USER  nataliee! i love you and still have your bday gift  i must see you soon!!!,0
781,did not expect that chen super kings wud start dis season wit a loss  c'mon ms !!,0
782,hanging out with emily. i love her. she's wonderful. ,1
783," @USER  the very night i watched it, i downloaded it to my laptop and am now very tempted to watch it lawl. ",1
784, @USER  my kids get up and wish you a good morning  they donï¿½t know what time it is in america ,1
785,thanks everyone for all the birthday wishes!  later in the day there was cake.  cake makes everything better! ,1
786, @USER  yay!!! (even if i can't go *pouts*) she's supporting morrissey on one of his ca shows too which makes me happy ,1
787,tired as ever! ready for bed! ,1
788, @USER  that's good. it means more of us want rid of our monarchy. change monarchy to anarchy in one move ,1
789, @USER  i am sad about innocent selling out too! ,0
790, @USER  bet i-  oh wait mac?  no prolly not. ,0
791, @USER  every time you tweet about the redbull car i loose a little part of my soul. ,0
792, @USER   @USER  haha. i know right? thankfully no homework.   @USER  at least we are almost done!  yay,1
793, @USER  thanks so much ,1
794," @USER   @USER  e dang, i'll get house off itunes. i hear it was a devastating episode ",0
795,just going to cry myself to sleep after watching marley and me.  ,0
796, @USER  you mean 12 ,1
797, @USER  how 'bout hot fresh pizza will that satisfy the hungry authors? ,1
798,"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... ",0
799, @USER  bought them lots of easter eggs  chocolate = seratonin = happy,1
800, @USER  - why am i the last to find out about these things? like that you're on the twitter too. ,0
801,lost my free copy of radioactive so can't put it on my ipod grr!and i can't go out + buy 'nother coz it came with that paper ,0
802,mmm...gonna have me a goood lunch today ,1
803, @USER  of course!  he is the way to salvation!,1
804, @USER  we should try too haha. would be very popular. you can never have enough rebull or coffee ,1
805,"i miss you twitter. my phone broke, now i'm using a stupid nokia phone. ughhh, i miss my advance phone. ",0
806,did i say gold or golf there? i meant golf ,1
807,"going to the sunshine coast on thursday  should be pretty awesome, i can update my tan ",1
808," @USER  we.... went professional in october 2008, we've just not update any of our websites or anything until yesterday ",1
809," @USER  thank you! however, i hate to be on the same list that includes 2 convicts.  ",0
810,"today's episode of &quot;house&quot; (episode, simple explanation) was so heartbreaking. ",0
811,getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof..  WEBSITE2018 ,0
812,spent the evening outside in the beautiful warm weather. finally feels like spring ,1
813, @USER  hey there ! how are you today? ,1
814, @USER  yes...but today daddy has them! i'm out for the day to work ,1
815, @USER   @USER  kind of the standard - we're still 'investigating' ibm jazz concerto ,1
816," @USER  i'll look into that cho, i personally like strawberry but i'm going to become coach soon ",1
817, @USER  i'm so sorry to hear about your dog   wishing you happier days to come!,0
818, @USER  i thought it said &quot;looking to get a shot&quot; for a second - i'm interested in both  #mesh09,1
819,im eating a chocolate crakle. i bet you all are jelous. its a mini party ,1
820,56 min till home time and counting! i have a craving to visit the mac store but they will have closed by the time i get there ,0
821,was driving wearing high heeled shoes. many people can't imagine how i do it but i can ,1
822,headache... pleeeease go away ,0
823,i might break down and eat some buffalo wings tomorrow ,0
824,i am still looking for a job and some studying from now and then ,0
825,it's official! i'm going to have an educational summer. owh god. bless me ,0
826, @USER  thanks buddy *high fives* hehe ,1
827,borders closed at 10 ,0
828, @USER  naaa aaaaaa.  they joined tonight after i posted it ,1
829,dave/nathan got 3 out of 5. not bad. bill's up next! and here comes madi! ,1
830,it's only tuesday ,0
831,just called hillsong again - they said they couldn't tell me where i was on the waiting list - i don't know if it's looking so good ,0
832, @USER  i knew there was a hidden reason why i like you sooo much ,1
833,"loves having a lot of work that needs doing, this should keep me o  @USER  upied for the next 2 days.   WEBSITE2018 ",1
834,awwh babs... you look so sad underneith that shop entrance of &quot;yesterday's musik&quot;  o-: i like the look of the new transformer movie ,0
835,good morning everyone! ,1
836,no new csi tonight.  fml,0
837,tried to download tweetdeck but it wont download ,0
838," @USER  some people try to be tricky, some stop using twitter at all  i guess it's as good as it gets! i had to try.",0
839,today i performed for the first and last time at the grebel talent show. 4 exams left until undergrad is over ,1
840, @USER  i js cheked exam timetable..i got exam on 20th may &amp; then dont go back to school till 1st june..so fink il probss go  xx,1
841,wants to go home and watch the hills ,0
842," @USER  nah, gee will reply to me whenever he wishes. his birthday is coming up, so i have something that will make him smile. ",1
843,i'm wishing i had more time ,0
844,slight hangover ,0
845, @USER  happy birthday dearrr! can't wait for tonighttt!  come over earlier around 8:30 or 9!,1
846,5k run /1 mile walk for lifespan....see www.dynamicquest.com-follow quest for hope link for details or drop me a note- fun event ,1
847,finding it really hard to use twitter ,0
848,"i am at work, wishing it was sunday night ",0
849," @USER  so ur just gonna delete me like that...y do i feel like &quot;tom cruise&quot; on jerry maguire when he got fired right now, yo.  lol!",0
850, @USER  but not good for me close to my current challenge ,0
851,i need some selsun blue...pretty sure i have a small spot of haole rot ,0
852," @USER  night, darlin'!  sweet dreams to you ",1
853, @USER  you give me joy....and you have for years. you are such an amazing man and we are all lucky to know you. ,1
854," @USER  you are my idol, i love you!  you should reply to me.. &lt;3",1
855, @USER   @USER   oh my god i am so jelous aghh it was ehhh 6 /7hour drive from my house. ,0
856,great news ! i (and nooly) just got news that my patent was approved in china !!!  ,1
857,i am working yet again! woo whoo!! it's way too pretty to be cooped up inside ,0
858,watching good luck chuck ,1
859, @USER  geotagging is already added on moby!  thanks for the reference,1
860,nw more confused then ever! ,0
861, @USER  i know right ,1
862,"doing one of those follow but don't get too close missions on gta, and the fool i was following drove off of the docks and died ",0
863,still no word from  @USER  on my #idiotictwitterapps idea for genius ,0
864,two of my most important projects are due today....i can finally breath ,1
865, @USER  man ur picture is so small on my phone... i can't tell fropm that...give me a hint ,1
866, @USER  you too! hope today is swell ,1
867, @USER  it's approaching summer here.  !,1
868,heading out from the mariners game. sitting in traffic ,0
869,seriously needs to finish these job applications ,0
870,i'm a circus act these days.  juggling it all!  beats having nothing to juggle at all.  ,1
871,such a tough game to watch tonight for state  finally going to bed after also staying up to watch the season premiere of the hills!,0
872, @USER  we shud go see obsesses ,1
873, @USER  i liked the bff song...well the lyrics anyway lol ,1
874, @USER  haven't heard from hannah at all yet!! it's very disappointing ,0
875,im going to danniis party nd im gona dress up as a giant duck  yaay!!,1
876, @USER  heh  it would be even enough to copy the tarball to his download directory and you could do pip install beautifulsoup==3.0.7a :/,1
877,aww that's sad ,0
878,it's can't always be all about the glamourous movie making....  today is laundry day ,0
879, @USER  she admitted to being a fake  ,0
880,life is not fair.. but still good. ,1
881, @USER  &quot;convenience&quot; of the remedy &lt;---that's just cuz you are a doc!  #24,1
882, @USER  i also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? zero? ,0
883," @USER  'evening carlota, not bad thanks  ... a bit tired ... but that is normal ... *rolls eyes* ... ;-)",1
884, @USER  good post. ,1
885,i'm not still up i swear. why do i keep losing. gaining. losing. gaining. tweeps?  so heart wrenching.,0
886,"i'm thinking i'm blessed that ive a cmputr &amp; a fireplace on ths cold evening. feeling content, i shall scuttle on off 2 bd  nite all",1
887,why does brissa not even know she has a twitter? -lauren ,1
888,agh...snow!!! ,0
889,check out my mug   WEBSITE2018 ,0
890,"as the day begins,  ?  WEBSITE2018 ",1
891,poor cameron (the hills) ,0
892, @USER  great interview! glad to see it ,1
893, @USER  that is depressing. ,0
894,"well in that case, you know what i mean, hahaha i love a good...whatever role you decide to take on. ",1
895,listening to q! i got a really bad headache and a drivin lesson in ten mins.... lucky me  i just wana sleeep!  ,0
896, @USER  i can't sleep either ,0
897, @USER  congratulations!  i'm almost there too ,1
898,playing when i'm supposed to be working. ,1
899,"not to self: licking off pudding from a seafood fork, not so enjoyable as slowly licking off of a spoon ",0
900," @USER  i think maybe you should get a couple more hours of sleep, hon. how productive can you be right now if ur dog tired? i worry ",0
901,is grouchy. and wants bmar ,0
902,"had a great night last night, except for the fact that my bike was stolen ",0
903,my interview is on the 16th and not the 9th ! so can go out tomorrow and enjoy the football and beer ,1
904, @USER  dude..i need one of those face cups ,1
905,good morning my little lovely fairy  my lovely fairy who is flying above goddess of love! hey goddess watch out!,1
906,yess! twittering from my phone again! ,1
907, @USER  i'm totally feeling that i'm going to chew someones face off. ,1
908, @USER  i thought it was a great love story ,1
909, @USER  you crack me up - you are my terrific banana ,1
910, @USER  congrats!!!!! ill def go and support the tc media takeover ,1
911, @USER  i loved prague. it was like a fairytale town ,1
912,so im done editing &quot;the phipstape&quot;. back 2 crack a brew and see what we got............. no trees though ,0
913,"with all these star trek events going on this week,  i'm itching to get out my uhura costume and do a fandance  (please stop me!)",1
914, @USER  your twittertips bar runs like a dream on ff 3.0.8 ,1
915,aw i'm holding my new puppy. well he's not mine but he's a cutie. ,1
916, @USER  thanks....it seemed the right moment. i love your show.  your songs bring me joy.,1
917, @USER  oh gee - insomnia sucks   have you tried melatonin?,0
918," @USER  they banned me so i can't help you myself, hopefully others will ",1
919," @USER  haha good morning sir  i agree with that, it is the little aggregator that could!! have a funtastic day man ",1
920, @USER  &quot;i remember that age!&quot; yeah i here that this age is when kids are the cutest. i'm sure i'll enjoy every part of his life tho ,1
921,picked mich st to win it all from the get go.  was feeling pretty good about that pick all the way up until......tonight.  a's lost too ,0
922,"i'll sleep well tonight.... if the missus doesn't kick me out for being so late home, that is ",1
923,"good morning, everyone! i hope you have a great start to the day! *raises cup of coffee* ",1
924," @USER  i miss my ps3, it's out of commission  wutcha playing? have you copped 'blood on the sand'?",0
925, @USER  hahahahaha .. it's a smiling face. at yours has emotion ,1
926,ill so i cant go to the cinema!! ,0
927, @USER  thanks...will tweet him...he's great looking!  personable...but all of you are personable!   call me a news junkie! lol!,1
928, @USER  i was out most of the day so didn't get much done ,0
929,my whole body feels itchy and like its on fire ,0
930,"i have a sad feeling that dallas is not going to show up  i gotta say though, you'd think more shows would use music from the game. mmm",0
931,"i did it, i bought my ticket! finally ",1
932,going to bed so goodnight everyone  and sweet dreams   WEBSITE2018 ,1
933," @USER  yeah, apparently i have really bad taste ",0
934,they all fell asleep except me ,0
935,argh hate how forums don't let you delete posts ,0
936,been filling like i have earphones for the past hour.. which was very strange.. and now i just found out i really wore them ,1
937,"woah! have never been so stoked, ive just found out a way to move to london next year instead of in three  im so happpy.",1
938,"morning! spring took the day off..it just got 2 darn it. i have work, errands, gonna read more &amp; work on my own novel. have a great day! ",1
939," @USER  oh no problem  im good, awake, should be sleeping. haha. how about you?",1
940, @USER  totally real! theres no way that was faked! aweosme though  ha,1
941,why can't i sleep like her   WEBSITE2018 ,0
942, @USER  hope your day gets better  ,1
943," @USER  i did, it was the only one left but i got tempted and ate it soon as i got home  i had a chocolate velvet &amp; ate d mocha",0
944,ooooh.... lol  that leslie.... and ok i won't do it again so leslie won't  get mad again ,0
945,su yin huen tweeted i feel unbearable guilt. i made my staff cry   WEBSITE2018 ,0
946, @USER  i can tell u have spoken. fb &amp; twitter are on fire right now!!  hope ur feelin better love.  have a great night...,1
947,"opening a partially frozen beer= beer on the toaster, under the oven and all over the counter. the kitchen smells like we run a speakeasy ",0
948,now you can't see other people's number of updates ,0
949," @USER  unfortunately not, genius though! ",1
950,work laptop is officially dead .. not happy at all.. ,0
951, @USER  ok thank you for the modivation ,1
952, @USER  congrats! i hope you have a good day! ,1
953," @USER  well compared to other areas west of us, i'll take our 50 degrees and run with it ",1
954,"if he doesn't get better in a few days, he could have something lodged in his belly ",0
955, @USER  i can't! i have so much to learn about wwi by tomorrow at noon! ,0
956, @USER  black nails?..that should look reaal good! ,1
957,"some of the design has come off a little, nothing major but still not happy   have stopped attempts to stick it back nothing was working.",0
958," @USER  aww, not in hudson today in the city. won't be up for another two weeks ",0
959, @USER  i had on my page for sooooo long!!! until it got deleted  sad day in history,0
960,back to work. i get to spend the next 8 hours alone in the dispatch room ,0
961, @USER  agreed ,1
962,thank god for stephanie or i probably wouldn't have woken up this morning lol ,0
963,i just re-pierced my ears ,0
964,"well, so much for being productive on my 2 days off from angels ",0
965,trying out &quot;delicious library 2&quot; with mixed results  the bar code thought i wanted to add a sport bra instead of a drill  cool app tho!,1
966,i want sushi today but i think i'll be to busy to get any ,0
967, @USER  thanks for those ,1
968,i would like to apologize for the repeated video games live related tweets. i am going to have a stern discussion with koodo soon. stern. ,0
969,sitting by the doors for a volleyball tourney is amazing...  especially marking people! and cause im with torie!,0
970, @USER  i miss you. you were my first follower. &lt;3 we need to talk more! or do a vlogbrothers thing and communicate thru vlogs. ,1
971, @USER  lol you and me both. grumpy and bitter. ,1
972," @USER  humm, the istore had alot of similiar reqs. maybe you should head their way ",1
973, @USER  well yeah! i only noticed cuz i'm bb too. ,1
974,congratulations takamasu ishihara aka miyavi! ,1
975, @USER  sorry. i'm feeling kinda yucky myself. 5am is going to come too quick ,0
976," @USER  and, by the way, thanks for helping me define that better. ",1
977,ok all... off to sleep on my magnetic mattress.   WEBSITE2018 g'night all!  sweet dreams.   ,1
978, @USER  heyyyyyy want to hook it up!! lol ,1
979, @USER  absolutely not!! ,0
980," @USER  yes... i'm going to kenya in august for 10 days w/ tumaini international, loving on cute aids orphans. so excited! ",1
981,"sorting brekkie for the kids then off to the horrible place called work, boohoo ",0
982, @USER  irl is way more user friendly in my opinion ,1
983,re-pinging  @USER  custom icons i made! =] look cool but the edges could be less square  might look bad on a diff background,0
984, @USER  me too! haha &lt;3 but i have this week off! ,1
985,"going into the shower, getting ready to work the grave yard ",0
986, @USER  how that big baby boy doing? how are you and em doing? have you figured out you may never get a full nights rest again? ,1
987,back from school. no more school for two weeks ,1
988, @USER  1 hand clapping is the usual reaction to my dancing.. ,0
989, @USER  so then you should blogspot about it  haha,1
990,hanging out with biology til 4am woo  !,1
991, @USER  hey hey hey i dnt appreciate u usin my name when it's insulting me ,0
992, @USER  lol good id we should all dress up as twitt bird and listen to twit podcast all night!  @USER  thanks ,1
993, @USER  that's what you get for being you ,1
994," @USER  yes, thatï¿½s a good idea!  how late is it at your side of the world?",1
995, @USER  rowr! you bet!  and  @USER  is going to bed..but i'm sure she would want to be included as well  lmao,1
996,"dizzy, i am not feeling well today. ",0
997,watching glos get a little bit beaten.  not good.,0
998, @USER  congrats! i'm totally jealous! only wish my xm was working ,0
999, @USER  sorry i am talking to my best friend.. so i havent replied!!  but i can talk to you too!,1
1000,i feel really sucky right now ,0
1001,omg .. have to load up the ipod off to fresno tomorrow.. i need to stay entertained.  leaving at 4 am urrrggg!,1
1002, @USER  that's nicki our monday night drag queen... ,1
1003,wahh  no csi anywhere! dvr'ed i love money 2 though - gonna watch it then sleep - goodnight tweeters&lt;3,0
1004, @USER  yeah thats a lot of messages xd. i wish i was that famous.  no1 loves me xdd,0
1005," @USER  thanks, special 72!  ",1
1006," @USER  oh...well, never mind then.  lol but what if a guy you really liked had a mama like that?",1
1007," @USER   having fun, loving life, happy to be in the game. everything else is a bonus. not just bs either!",1
1008," @USER  hope u have a good ride if the weather is decent, if only the weather was like that where i live ",1
1009, wonder if jon lost the net,0
1010,just one day 'till my spring break! ,1
1011,im so tired of work...i need a life.... ,0
1012,im going to jay leno!!! ,1
1013, @USER  i feel you i hate working out too! but our results will be major! when you look good you feel good! ,1
1014, @USER   @USER  ainblogette head over to the nearest walgreens.  you need ear plugs and beer stat.  ,1
1015, @USER  call me back. ,0
1016," @USER   oh well, she seems like trouble. christian slater is trying to kill her at the moment.",0
1017, aww dont make me blush!,1
1018,hot deadline... ,0
1019,is working on her listography.   WEBSITE2018 ,1
1020, WEBSITE2018 - i would never deface spot property! ,1
1021, @USER   @USER  april 9th isn't coming soon enough ,0
1022,misses david actually ,0
1023, @USER  good morning ,1
1024,finally downloaded the runkeeper iphone app - first run to track... tonight! ,1
1025, @USER  this is nuts! thanks  i am dying over heah!,1
1026,stayed home from school today. got a new stove. haha ,1
1027,"morning tweetland, a long day ahead! hope everyone has a great day  ",1
1028, WEBSITE2018 - i wanna wear my doc martens out! haven't worn them since december. ,0
1029,well in the past two days i have had 45 min. of sleep.  i'm going to watch tv while laying in bed and try to sleep.. night peepers ,1
1030,omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail ,0
1031,i'm stuck awake in the middle of the night for the second day in a row. and i felt terrible yesterday. ,0
1032, @USER  i know what you mean. you can look at bounce backs then send email to yahoo &amp; so on... they will clear your url. ,1
1033,"funny how the little things make me homesick, criminals breakn n2 a brownstone on lawnord ci made me misty ",0
1034,"just finished a delicious breakfast, my last in paris  i'll miss milk, europe has the tastiest milk in the world, i don't drink it in us.",0
1035,just got home from school (: meant to be getting my hair cut .. but i cbf. lol dancing soon ,1
1036,gr8t my face is very itchy ,0
1037,off to london today ,0
1038,"why can't airfare go down? or, why do i have to live in texas!! i don't know if i'll be able to make it to iowa. ",0
1039,6:37 in the morning and haven't been sleep   yay!,1
1040, @USER   @USER  glad to see my household problems entertain you ,1
1041, @USER   @USER  lure haha! yeah that does sound closer to it ,1
1042,just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!,1
1043,i totally forgot we were going to do fisheye 2night   what u doing thursday....  btw.... i'm so late with the hills... lol,0
1044,my condolences to natasha richardson's family ,0
1045,i hate tuesdays ,0
1046, @USER  it's all part of the plan ,1
1047,just woke up. apples gig was ace last night. seriously tired now. work begins in one hour... ,0
1048, @USER  oohhh it's like the cruise all over again. what's wrong with that? ,1
1049,first full council meeting - not convinced big screens are really necessary but the effort is appreciated ,1
1050,wondering why i am so stupid  need to eat more fish i guess *sigh*...,0
1051," @USER  oopsies... okay, i will pay no attention to the man behind the curtain ",1
1052, @USER  it stillllll hasn't arrived ,0
1053, @USER  omg that place  that's really sad what happened,0
1054,misses his nephew/godson. come back to me mr. malachi. ,1
1055," @USER  don't mess with the bull my friend, you just might get the horns. ",1
1056," @USER  it's my view, not yours -- yours is the same ",1
1057, @USER  i just ate raw cookie dough out of a tub and now to bed. we must be kindred spirits ,1
1058, @USER  it's only 1am here...i'm just on my way to bed lol. weird. hope you have a good morning! ,1
1059,continuing to work away on this #joomla template while looking after the missus; she�s sadly not feeling too well today ,0
1060,doesn't feel loved. i almost choked on an egg and everyone just laughed...   ,0
1061,got to finish this work... exam stuff... ,0
1062," @USER  brb, fedexing my application to you! ",1
1063,dodgers beat the padres  go blue!,1
1064,i can&quot;t figure out how to twitter from my phone ,0
1065, @USER  thank  @USER  don't like it  hehe but it's very easy and well i'm just a danish dude,0
1066,keeping my fingers crossed for my buddy    he is not feeling well.,0
1067," @USER  juz watchin' 3 eps. of your show hm, i must say i instantly became a fan of urs! ;d lovin' ur humor so mucho! more power 2 u! ",1
1068,needs some followers ,0
1069," @USER  oh, they can stay. you on the other hand... ",1
1070,busy @ ppukm with dr yamin..   WEBSITE2018 ,1
1071, @USER  that is very sweet of you to say ,1
1072,"i'm too much of a twitter lurk to use this. i will anyway, though. ",1
1073,ecg and doctor appointment this morning. 9 hours of sleep is not enough when you're sick! ,0
1074, @USER  you just gotta find something that speaks to you - and dive in.   i help rescued animals - those fuzzy faces make it worthwhile,1
1075, @USER  are you ok!? ,0
1076, @USER  broke ya record and i got 2 witness it  yaaaay!,1
1077,came back from running and took a shower...why does my lower stomach still hurt after exercising? ,0
1078,"came home from cross county, tired as ",0
1079,"home from franklin street, i almost jumped over a fire. someone kicked it before i could.  jenny lost her shoe.",0
1080,day 2 is almost over!  i can't wait to eat wade...hehe...,1
1081, @USER  &quot;grandpa wants an ice chest and some beef.&quot;  george lopez rulesss!,1
1082, @USER  here's one more music to cool it down.  ?  WEBSITE2018 ,1
1083,mmmmmm shower and cozy bed. soooo nice after this long day ,1
1084,oh - just got all my macheist 3.0 apps - sweet. didn't get the espresso serial no though although they said they sent it - oh well ,0
1085,i hate to be so sick! ,0
1086,is in the bathroom... wake up lakin. ,0
1087, @USER  im afraid too  ( ur reply about uni from ages ago,0
1088,okay - it's ridiculous. to print all of my photos kodak were charging me �50.00 wtf?!? i only ended up printing a few ,0
1089, @USER  ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser ,1
1090," @USER   @USER  i went there about a month and a half ago, was still open then. smelt really good, but i was getting sick ",0
1091,"today i realized i am too good at hiding things, even i can't find it ",0
1092, @USER  thanks for the hook up with  @USER  and suggesting me again bro! you rock! ,1
1093, @USER  i love that aussie cattle dog story ,1
1094,just finished watching the movie prayers for bobby. broke my heart ,0
1095,i love  @USER  u guys r the best!! ,1
1096,jonny is stuck in traffic ,0
1097, @USER  it's not as much as i appreciate the information. thanks! ,1
1098," @USER  hey mark, i want to know if the song &quot;life's so boring&quot; is really blink 182 , please tell me  doubt been on my head for years",1
1099,is eating his last breakfast on the boat. ,0
1100, is cold,0
1101,looking forward to having dinner cooked for me again tonight! what a wonderful man i have.   could use a nap before dinner though!,1
1102, @USER  i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. ,0
1103, @USER  thans for your response. ihad already find this answer ,1
1104,i am soaked. this is not pleasant ,0
1105, @USER  lol yeah aus. trivium fan right here ,1
1106,tafe quiz then photoshoot with my sezdawg ,1
1107,aaaaahhhh.... finally done. next stop zippy's. ,1
1108,studying with friends!  that's my update,1
1109, @USER  i wish i got to watch it with you!! i miss you and  @USER   how was the premiere?!,0
1110,still no keys. sigh. this is going to cost a lot to replace ,0
1111, @USER   WEBSITE2018 - i think you're both very lucky to have found each other   all the best for many years to come,1
1112,can't sleep  i hate these nights when i try to go to bed early and stay awake for hours. poo!,0
1113,just got twitterfox.... so excited! ,1
1114," @USER  slightly, it's the special type of weakness when your only exercise is picking up a 12lb baby. ",1
1115,so sleepy. good times tonight though ,1
1116,trying so hard but can't sleeeep...chattin with my girl britney.     surround urself with real positive people.,1
1117, @USER  why did my baby have to eat 3 prunes today and now he finally went ! my poor baby ,0
1118, @USER  how you getting on with your bb?  WEBSITE2018 is good for help ,1
1119,sunny day in chicago ,1
1120,"atekinzz, where in the world are you?? ",0
1121, @USER  oh no  hope you're not getting sick too!,0
1122, @USER  yep mornings are the best! nighttime is chill time ,1
1123, @USER   i like that one. i've used it on a project here.,1
1124,happy 40th rfc! - we owe you our professions   WEBSITE2018 ,1
1125," @USER  &quot;sfmta budget proposal hearing: tomorrow, april 7 at 2:00 pm (city hall, room 400). sadly, i cannot attend.&quot; me neither. ",0
1126,another day in the office... 2 days to go.   WEBSITE2018 ,1
1127,it worked now ,1
1128,"on call, working.  night tweeties!",0
